name,cpumark,single_thread,cores,threads
AMD Ryzen AI Z2 Extreme,22384.0,3575.0,3,2
AMD Ryzen Embedded R1305G,3142.0,1592.0,2,2
AMD Ryzen Embedded R1505G,3791.0,1816.0,2,2
AMD Ryzen Embedded R1600,3276.0,1724.0,2,2
AMD Ryzen Embedded R1606G,4116.0,1871.0,2,2
AMD Ryzen Embedded R2312,3932.0,1964.0,2,2
AMD Ryzen Embedded R2314,5626.0,1878.0,4,1
AMD Ryzen Embedded R2514,6731.0,2028.0,4,2
AMD Ryzen Embedded R2544,8486.0,2102.0,4,2
AMD Ryzen Embedded V1202B,3512.0,1624.0,2,2
AMD Ryzen Embedded V1404I,6007.0,1621.0,4,2
AMD Ryzen Embedded V1500B,4513.0,1136.0,4,2
AMD Ryzen Embedded V1605B,6771.0,1917.0,4,2
AMD Ryzen Embedded V1756B,8053.0,2034.0,4,2
AMD Ryzen Embedded V1780B,7800.0,1940.0,4,2
AMD Ryzen Embedded V1807B,8069.0,2028.0,4,2
AMD Ryzen Embedded V1807F,7775.0,1838.0,4,2
AMD Ryzen Embedded V2516,13175.0,2468.0,6,2
AMD Ryzen Embedded V2546,11653.0,1909.0,6,2
AMD Ryzen Embedded V2718,15831.0,2232.0,8,2
AMD Ryzen Embedded V2748,18434.0,2687.0,8,2
AMD Ryzen Embedded V2A46,4999.0,2070.0,4,1
AMD Ryzen Embedded V3C14,11812.0,2816.0,4,2
AMD Ryzen Embedded V3C18I,13856.0,2491.0,8,2
AMD Ryzen Embedded V3C48,20203.0,2804.0,8,2
AMD Ryzen Threadripper 1900X,16836.0,2332.0,8,2
AMD Ryzen Threadripper 1920,22066.0,2299.0,12,2
AMD Ryzen Threadripper 1920X,23129.0,2311.0,12,2
AMD Ryzen Threadripper 1950X,27735.0,2284.0,16,2
AMD Ryzen Threadripper 2920X,25166.0,2487.0,12,2
AMD Ryzen Threadripper 2950X,29471.0,2453.0,16,2
AMD Ryzen Threadripper 2970WX,30877.0,2342.0,24,2
AMD Ryzen Threadripper 2990WX,31938.0,2267.0,32,2
AMD Ryzen Threadripper 2990X,25874.0,2312.0,32,2
AMD Ryzen Threadripper 3960X,54789.0,2683.0,24,2
AMD Ryzen Threadripper 3970X,62913.0,2659.0,32,2
AMD Ryzen Threadripper 3990X,79721.0,2559.0,64,2
AMD Ryzen Threadripper 7960X,83568.0,4120.0,24,2
AMD Ryzen Threadripper 7970X,99221.0,4169.0,32,2
AMD Ryzen Threadripper 7980X,135650.0,4022.0,64,2
AMD Ryzen Threadripper 9960X 24-Cores,92572.0,4561.0,24,2
AMD Ryzen Threadripper 9970X,107154.0,4533.0,32,2
AMD Ryzen Threadripper 9980X,142585.0,4530.0,64,2
AMD Ryzen Threadripper PRO 3945WX,33435.0,2700.0,12,2
AMD Ryzen Threadripper PRO 3955WX,39928.0,2680.0,16,2
AMD Ryzen Threadripper PRO 3975WX,62331.0,2653.0,32,2
AMD Ryzen Threadripper PRO 3995WX,83057.0,2587.0,64,2
AMD Ryzen Threadripper PRO 5945WX,40144.0,3348.0,12,2
AMD Ryzen Threadripper PRO 5955WX,48864.0,3313.0,16,2
AMD Ryzen Threadripper PRO 5965WX,66644.0,3342.0,24,2
AMD Ryzen Threadripper PRO 5975WX,75027.0,3319.0,32,2
AMD Ryzen Threadripper PRO 5995WX,94756.0,3234.0,64,2
AMD Ryzen Threadripper PRO 7945WX,49735.0,4103.0,12,2
AMD Ryzen Threadripper PRO 7955WX,60063.0,4093.0,16,2
AMD Ryzen Threadripper PRO 7965WX,82144.0,4006.0,24,2
AMD Ryzen Threadripper PRO 7975WX,95945.0,4017.0,32,2
AMD Ryzen Threadripper PRO 7985WX,132539.0,3952.0,64,2
AMD Ryzen Threadripper PRO 7995WX,142428.0,3839.0,96,2
AMD Ryzen Threadripper PRO 9945WX,56278.0,4565.0,12,2
AMD Ryzen Threadripper PRO 9955WX,67434.0,4518.0,16,2
AMD Ryzen Threadripper PRO 9965WX,92750.0,4539.0,24,2
AMD Ryzen Threadripper PRO 9975WX,106708.0,4434.0,32,2
AMD Ryzen Threadripper PRO 9985WX,152992.0,4481.0,64,2
AMD Ryzen Threadripper PRO 9995WX,175348.0,4549.0,96,2
AMD Ryzen Z1,18433.0,3645.0,6,2
AMD Ryzen Z1 Extreme,24695.0,3550.0,8,2
AMD Ryzen Z2,26237.0,3717.0,8,2
AMD Ryzen Z2 A,10380.0,2343.0,4,2
AMD Ryzen Z2 Extreme,24823.0,4105.0,3,2
AMD Ryzen Z2 Go,11729.0,2999.0,4,2
AMD Sempron 130,511.0,1059.0,1,1
AMD Sempron 140,511.0,1046.0,1,1
AMD Sempron 145,540.0,1032.0,1,1
AMD Sempron 150,597.0,1117.0,1,1
AMD Sempron 200U,125.0,311.0,1,1
AMD Sempron 210U,267.0,299.0,1,1
AMD Sempron 2200+,184.0,279.0,1,1
AMD Sempron 2300+,207.0,314.0,1,1
AMD Sempron 240,1278.0,1300.0,2,1
AMD Sempron 2400+,205.0,321.0,1,1
AMD Sempron 2500+,207.0,405.0,1,1
AMD Sempron 2600+,253.0,325.0,1,1
AMD Sempron 2650 APU,534.0,458.0,2,1
AMD Sempron 2800+,243.0,408.0,1,1
AMD Sempron 3000+,299.0,530.0,1,1
AMD Sempron 3100+,298.0,383.0,1,1
AMD Sempron 3200+,251.0,456.0,1,1
AMD Sempron 3300+,315.0,394.0,1,1
AMD Sempron 3400+,292.0,346.0,1,1
AMD Sempron 3500+,232.0,264.0,1,1
AMD Sempron 3600+,337.0,490.0,1,1
AMD Sempron 3800+,360.0,422.0,1,1
AMD Sempron 3850 APU,1168.0,447.0,4,1
AMD Sempron Dual Core 2100,506.0,575.0,2,1
AMD Sempron Dual Core 2200,563.0,649.0,2,1
AMD Sempron Dual Core 2300,555.0,697.0,2,1
AMD Sempron LE-1100,315.0,509.0,1,1
AMD Sempron LE-1150,251.0,477.0,1,1
AMD Sempron LE-1200,349.0,551.0,1,1
AMD Sempron LE-1250,301.0,508.0,1,1
AMD Sempron LE-1300,417.0,614.0,1,1
AMD Sempron M100,332.0,546.0,1,1
AMD Sempron M120,281.0,617.0,1,1
AMD Sempron SI-40,288.0,631.0,1,1
AMD Sempron SI-42,245.0,637.0,1,1
AMD Sempron X2 180,826.0,865.0,2,1
AMD Sempron X2 190,879.0,977.0,2,1
AMD Sempron X2 198 Dual-Core,930.0,1070.0,2,1
AMD Turion 64 Mobile MK-36,334.0,735.0,1,1
AMD Turion 64 Mobile MK-38,362.0,801.0,1,1
AMD Turion 64 Mobile ML-28,254.0,314.0,1,1
AMD Turion 64 Mobile ML-30,277.0,314.0,1,1
AMD Turion 64 Mobile ML-32,285.0,321.0,1,1
AMD Turion 64 Mobile ML-34,319.0,526.0,1,1
AMD Turion 64 Mobile ML-37,334.0,510.0,1,1
AMD Turion 64 Mobile ML-40,336.0,662.0,1,1
AMD Turion 64 Mobile ML-42,400.0,455.0,1,1
AMD Turion 64 Mobile ML-44,384.0,469.0,1,1
AMD Turion 64 Mobile MT-30,246.0,294.0,1,1
AMD Turion 64 Mobile MT-32,286.0,367.0,1,1
AMD Turion 64 Mobile MT-34,279.0,328.0,1,1
AMD Turion 64 Mobile MT-37,274.0,501.0,1,1
AMD Turion 64 X2 Mobile TL-50,486.0,545.0,2,1
AMD Turion 64 X2 Mobile TL-52,536.0,576.0,2,1
AMD Turion 64 X2 Mobile TL-56,514.0,597.0,2,1
AMD Turion 64 X2 Mobile TL-58,485.0,580.0,2,1
AMD Turion 64 X2 Mobile TL-60,641.0,704.0,2,1
AMD Turion 64 X2 Mobile TL-62,668.0,729.0,2,1
AMD Turion 64 X2 Mobile TL-64,716.0,782.0,2,1
AMD Turion 64 X2 Mobile TL-66,716.0,842.0,2,1
AMD Turion 64 X2 Mobile TL-68,866.0,882.0,2,1
AMD Turion Dual-Core RM-70,561.0,548.0,2,1
AMD Turion Dual-Core RM-72,649.0,725.0,2,1
AMD Turion Dual-Core RM-74,588.0,595.0,2,1
AMD Turion Dual-Core RM-75,659.0,444.0,2,1
AMD Turion II Dual-Core Mobile M500,751.0,848.0,2,1
AMD Turion II Dual-Core Mobile M520,855.0,925.0,2,1
AMD Turion II Dual-Core Mobile M540,912.0,967.0,2,1
AMD Turion II N530 Dual-Core,855.0,968.0,2,1
AMD Turion II N550 Dual-Core,877.0,891.0,2,1
AMD Turion II Neo K625 Dual-Core,618.0,631.0,2,1
AMD Turion II Neo K685 Dual-Core,684.0,729.0,2,1
AMD Turion II Neo N40L Dual-Core,631.0,595.0,2,1
AMD Turion II Neo N54L Dual-Core,862.0,899.0,2,1
AMD Turion II P520 Dual-Core,870.0,900.0,2,1
AMD Turion II P540 Dual-Core,922.0,919.0,2,1
AMD Turion II P560 Dual-Core,913.0,1006.0,2,1
AMD Turion II Ultra Dual-Core Mobile M600,955.0,987.0,2,1
AMD Turion II Ultra Dual-Core Mobile M620,814.0,945.0,2,1
AMD Turion II Ultra Dual-Core Mobile M640,1034.0,1067.0,2,1
AMD Turion II Ultra Dual-Core Mobile M660,1011.0,1103.0,2,1
AMD Turion Neo X2 Dual Core L625,468.0,516.0,2,1
AMD Turion X2 Dual Core L510,603.0,593.0,2,1
AMD Turion X2 Dual Core Mobile RM-70,497.0,504.0,2,1
AMD Turion X2 Dual Core Mobile RM-76,691.0,729.0,2,1
AMD Turion X2 Dual-Core Mobile RM-70,612.0,672.0,2,1
AMD Turion X2 Dual-Core Mobile RM-72,656.0,756.0,2,1
AMD Turion X2 Dual-Core Mobile RM-74,652.0,731.0,2,1
AMD Turion X2 Dual-Core Mobile RM-75,733.0,786.0,2,1
AMD Turion X2 Dual-Core Mobile RM-76,799.0,761.0,2,1
AMD Turion X2 Dual-Core Mobile RM-77,562.0,735.0,2,1
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,506.0,618.0,2,1
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,645.0,773.0,2,1
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,802.0,787.0,2,1
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,828.0,864.0,2,1
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695.0,820.0,2,1
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,783.0,777.0,2,1
AMD TurionX2 Dual Core Mobile RM-70,536.0,674.0,2,1
AMD TurionX2 Dual Core Mobile RM-72,471.0,392.0,2,1
AMD TurionX2 Ultra DualCore Mobile ZM-85,841.0,686.0,2,1
AMD TurionX2 Ultra DualCore Mobile ZM-87,599.0,770.0,2,1
AMD V105,184.0,452.0,1,1
AMD V120,390.0,835.0,1,1
AMD V140,422.0,860.0,1,1
AMD V160,360.0,853.0,1,1
AMD Z-01,305.0,294.0,2,1
AMD Z-60 APU,262.0,318.0,2,1
Amlogic,655.0,450.0,4,1
Amlogic AMLA311D2,3522.0,1028.0,8,1
Amlogic AMLS905D3,815.0,493.0,4,1
Amlogic AMLS905X2,754.0,459.0,4,1
Amlogic AMLS905X4,500.0,506.0,4,1
Amlogic AMLS905X5,1681.0,978.0,4,1
Amlogic AMLS905X5M,1046.0,717.0,4,1
Amlogic AMLT982,972.0,531.0,4,1
Ampere Altra Max,72121.0,1939.0,128,1
Ampere ARM - 192 Core 3200 MHz,57444.0,1228.0,192,1
Android virtual,6500.0,2818.0,6,1
AOSP ranchu,2270.0,1725.0,4,1
ap201,565.0,385.0,4,1
Apple A11 Bionic,4438.0,1334.0,6,1
Apple A12 Bionic,5043.0,2002.0,6,1
Apple A12X Bionic,11029.0,2643.0,8,1
Apple A12Z Bionic,9365.0,2202.0,8,1
Apple A13 Bionic,5777.0,2351.0,6,1
Apple A14 Bionic,8547.0,3382.0,6,1
Apple A15 Bionic,9887.0,3580.0,4,1
Apple A16,9943.0,4031.0,5,1
Apple A16 Bionic,10900.0,3987.0,4,1
Apple A17 Pro,12200.0,4525.0,2,1
Apple A18,12433.0,3951.0,2,1
Apple A18 Pro,12857.0,4092.0,2,1
Apple A19,14454.0,5045.0,2,1
Apple A19 Pro,14871.0,5199.0,2,1
Apple A8,1534.0,916.0,2,1
Apple A8X,2385.0,933.0,3,1
Apple A9,2074.0,1189.0,2,1
Apple A9X,2505.0,1505.0,2,1
Apple M1 8 Core 3200 MHz,14133.0,3676.0,4,1
Apple M1 Max 10 Core 3200 MHz,22150.0,3832.0,8,1
Apple M1 Pro 10 Core 3200 MHz,21916.0,3796.0,8,1
Apple M1 Pro 8 Core 3200 MHz,17211.0,3758.0,6,1
Apple M1 Ultra 20 Core,41366.0,3862.0,16,1
Apple M2 8 Core 3500 MHz,15646.0,3887.0,4,1
Apple M2 Max 12 Core 3680 MHz,26839.0,4139.0,12,1
Apple M2 Pro 10 Core 3480 MHz,21952.0,4102.0,10,1
Apple M2 Pro 12 Core 3480 MHz,26697.0,4094.0,12,1
Apple M2 Ultra 24 Core,50825.0,4204.0,16,1
Apple M3 8 Core,19099.0,4717.0,4,1
Apple M3 Max 14 Core,36485.0,4770.0,10,1
Apple M3 Max 16 Core,41279.0,4793.0,12,1
Apple M3 Pro 11 Core,24866.0,4759.0,5,1
Apple M3 Pro 12 Core,24059.0,4254.0,6,1
Apple M3 Ultra 28 Core,68728.0,5120.0,20,1
Apple M3 Ultra 32 Core,72171.0,5037.0,24,1
Apple M4 10 Core,23706.0,4517.0,4,1
Apple M4 8 Core,20737.0,4468.0,4,1
Apple M4 9 Core,22213.0,4483.0,3,1
Apple M4 Max 14 Core,38486.0,4637.0,10,1
Apple M4 Max 16 Core,44048.0,4595.0,12,1
Apple M4 Pro 12 Core,32773.0,4566.0,8,1
Apple M4 Pro 14 Core,38097.0,4561.0,10,1
ARM - 10 Core 0 MHz,10088.0,3774.0,10,1
ARM - 10 Core 2000 MHz,9787.0,3807.0,10,1
ARM - 12 Core 0 MHz,14163.0,3220.0,12,1
ARM - 12 Core 2000 MHz,16944.0,3991.0,12,1
ARM - 14 Core 2601 MHz,3278.0,400.0,14,1
ARM - 16 Core 0 MHz,19753.0,3005.0,16,1
ARM - 2 Core 0 MHz,2368.0,2283.0,2,1
ARM - 20 Core 0 MHz,22504.0,2951.0,20,1
ARM - 32 Core 2911 MHz,8132.0,541.0,32,1
ARM - 32 Core 3000 MHz,8376.0,584.0,32,1
ARM - 32 Core 3300 MHz,8684.0,585.0,32,1
ARM - 4 Core 0 MHz,5816.0,3437.0,4,1
ARM - 4 Core 1800 MHz,3185.0,1030.0,4,2
ARM - 4 Core 1804 MHz,3336.0,1615.0,4,2
ARM - 4 Core 2016 MHz,3653.0,1680.0,4,2
ARM - 6 Core 0 MHz,8515.0,3200.0,6,1
ARM - 6 Core 1800 MHz,2039.0,993.0,6,1
ARM - 8 Core 0 MHz,8515.0,2297.0,8,1
ARM - 8 Core 1766 MHz,4080.0,1205.0,8,1
ARM - 8 Core 1800 MHz,3192.0,1012.0,8,1
ARM - 8 Core 2208 MHz,2270.0,607.0,8,1
ARM - 8 Core 2424 MHz,8610.0,3083.0,8,1
ARM Ampere-1 4 Core 0 MHz,3034.0,1014.0,4,1
ARM Ampere-1a 192 Core 2600 MHz,47202.0,1005.0,192,1
ARM Apple M1 (Virtual) 4 Core 0 MHz,10123.0,3789.0,4,1
ARM Apple M1 Max (Virtual) 10 Core 0 MHz,21197.0,3723.0,10,1
ARM Apple M5 10 Core,27544.0,5752.0,4,1
ARM ARMv7 rev 0 (v7l) 4 Core 0 MHz,335.0,405.0,4,1
ARM ARMv7 rev 1 (v7l) 4 Core 1608 MHz,776.0,445.0,4,1
ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz,913.0,506.0,4,1
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,984.0,593.0,4,1
ARM ARMv7 rev 3 (v7l) 4 Core 2116 MHz,1115.0,637.0,4,1
ARM ARMv7 rev 4 (v7l) 2 Core 960 MHz,119.0,168.0,2,1
ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,398.0,270.0,4,1
ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz,399.0,273.0,4,1
ARM ARMv7 rev 5 (v7l) 2 Core 0 MHz,113.0,161.0,2,1
ARM ARMv7 rev 5 (v7l) 4 Core 1200 MHz,325.0,232.0,4,1
ARM ARMv8 6 Core 0 MHz,4262.0,1248.0,6,1
ARM ARMv8 8 Core 2500 MHz,4102.0,1248.0,8,1
ARM ARMv8 rev 1 (v8l) 4 Core 1510 MHz,1042.0,476.0,4,1
ARM ARMv8 rev 1 (v8l) 4 Core 1984 MHz,1473.0,685.0,4,1
ARM ARMv8 rev 1 (v8l) 6 Core 1510 MHz,2553.0,807.0,6,1
ARM ARMv8 rev 1 (v8l) 6 Core 1971 MHz,2510.0,799.0,6,1
ARM ARMv8 rev 1 (v8l) 6 Core 1984 MHz,2776.0,927.0,6,1
ARM Avalanche-M2 4 Core 2424 MHz,8012.0,3259.0,4,2
ARM CIX P1 CD8180 7 Core 2500 MHz,5505.0,1395.0,7,1
ARM Cortex-A15 4 Core 1400 MHz,1185.0,550.0,4,2
ARM Cortex-A15 4 Core 1500 MHz,1304.0,594.0,4,2
ARM Cortex-A15 4 Core 2000 MHz,923.0,524.0,4,1
ARM Cortex-A15 8 Core 1400 MHz,1160.0,563.0,8,1
ARM Cortex-A17 3 Core 0 MHz,503.0,359.0,3,1
ARM Cortex-A17 4 Core 1800 MHz,781.0,490.0,4,1
ARM Cortex-A35 4 Core 0 MHz,413.0,199.0,4,1
ARM Cortex-A35 4 Core 1200 MHz,329.0,157.0,4,1
ARM Cortex-A35 4 Core 1296 MHz,323.0,158.0,4,1
ARM Cortex-A35 4 Core 2004 MHz,546.0,259.0,4,1
ARM Cortex-A53 1 Core 0 MHz,65.0,101.0,1,1
ARM Cortex-A53 2 Core 0 MHz,139.0,128.0,2,1
ARM Cortex-A53 4 Core 0 MHz,345.0,155.0,4,1
ARM Cortex-A53 4 Core 1000 MHz,215.0,169.0,4,1
ARM Cortex-A53 4 Core 1008 MHz,313.0,135.0,4,1
ARM Cortex-A53 4 Core 1152 MHz,338.0,148.0,4,1
ARM Cortex-A53 4 Core 1199 MHz,408.0,183.0,4,1
ARM Cortex-A53 4 Core 1200 MHz,280.0,200.0,4,1
ARM Cortex-A53 4 Core 1296 MHz,416.0,184.0,4,1
ARM Cortex-A53 4 Core 1300 MHz,438.0,262.0,4,1
ARM Cortex-A53 4 Core 1333 MHz,207.0,196.0,4,1
ARM Cortex-A53 4 Core 1368 MHz,385.0,166.0,4,1
ARM Cortex-A53 4 Core 1392 MHz,417.0,193.0,4,1
ARM Cortex-A53 4 Core 1400 MHz,266.0,212.0,4,1
ARM Cortex-A53 4 Core 1416 MHz,466.0,202.0,4,1
ARM Cortex-A53 4 Core 1500 MHz,363.0,200.0,4,1
ARM Cortex-A53 4 Core 1512 MHz,470.0,211.0,4,1
ARM Cortex-A53 4 Core 1536 MHz,222.0,204.0,4,1
ARM Cortex-A53 4 Core 1600 MHz,479.0,219.0,4,1
ARM Cortex-A53 4 Core 1608 MHz,462.0,218.0,4,1
ARM Cortex-A53 4 Core 1704 MHz,556.0,244.0,4,1
ARM Cortex-A53 4 Core 1800 MHz,510.0,236.0,4,1
ARM Cortex-A53 4 Core 1908 MHz,638.0,274.0,4,1
ARM Cortex-A53 4 Core 1968 MHz,571.0,278.0,4,1
ARM Cortex-A53 4 Core 2016 MHz,449.0,202.0,4,1
ARM Cortex-A53 4 Core 2040 MHz,593.0,257.0,4,1
ARM Cortex-A53 4 Core 600 MHz,220.0,137.0,4,1
ARM Cortex-A53 6 Core 1896 MHz,1851.0,751.0,6,1
ARM Cortex-A53 8 Core 1512 MHz,739.0,188.0,8,1
ARM Cortex-A55 4 Core 0 MHz,415.0,194.0,4,1
ARM Cortex-A55 4 Core 1416 MHz,505.0,246.0,4,1
ARM Cortex-A55 4 Core 1800 MHz,630.0,296.0,4,1
ARM Cortex-A55 4 Core 1908 MHz,707.0,311.0,4,1
ARM Cortex-A55 4 Core 1992 MHz,681.0,312.0,4,1
ARM Cortex-A55 4 Core 2000 MHz,711.0,320.0,4,1
ARM Cortex-A55 4 Core 2016 MHz,755.0,327.0,4,1
ARM Cortex-A55 4 Core 2100 MHz,695.0,320.0,4,1
ARM Cortex-A55 4 Core 2124 MHz,742.0,336.0,4,1
ARM Cortex-A55 4 Core 2208 MHz,798.0,368.0,4,1
ARM Cortex-A55 4 Core 2508 MHz,958.0,430.0,4,1
ARM Cortex-A55 6 Core 1800 MHz,988.0,311.0,6,1
ARM Cortex-A55 8 Core 1416 MHz,1122.0,289.0,8,1
ARM Cortex-A55 8 Core 1500 MHz,536.0,262.0,8,1
ARM Cortex-A55 8 Core 1800 MHz,3163.0,1014.0,8,1
ARM Cortex-A57 2 Core 1479 MHz,318.0,207.0,2,1
ARM Cortex-A57 4 Core 0 MHz,888.0,351.0,4,1
ARM Cortex-A57 4 Core 1479 MHz,956.0,353.0,4,1
ARM Cortex-A57 4 Core 1734 MHz,1170.0,387.0,4,1
ARM Cortex-A57 4 Core 1912 MHz,990.0,383.0,4,1
ARM Cortex-A57 4 Core 2014 MHz,1229.0,431.0,4,1
ARM Cortex-A57 4 Core 2091 MHz,1148.0,396.0,4,1
ARM Cortex-A57 4 Core 2295 MHz,1080.0,429.0,4,1
ARM Cortex-A57 8 Core 1500 MHz,1022.0,346.0,8,1
ARM Cortex-A57 8 Core 1766 MHz,3766.0,1153.0,8,1
ARM Cortex-A7 2 Core 1000 MHz,157.0,202.0,2,1
ARM Cortex-A7 2 Core 1080 MHz,142.0,200.0,2,1
ARM Cortex-A7 2 Core 960 MHz,111.0,160.0,2,1
ARM Cortex-A7 2 Core 996 MHz,138.0,192.0,2,1
ARM Cortex-A7 4 Core 1000 MHz,278.0,194.0,4,1
ARM Cortex-A7 4 Core 1008 MHz,269.0,198.0,4,1
ARM Cortex-A7 4 Core 1200 MHz,229.0,179.0,4,1
ARM Cortex-A7 4 Core 1296 MHz,253.0,198.0,4,1
ARM Cortex-A7 4 Core 1300 MHz,343.0,247.0,4,1
ARM Cortex-A7 4 Core 1368 MHz,354.0,266.0,4,1
ARM Cortex-A7 4 Core 1392 MHz,318.0,241.0,4,1
ARM Cortex-A7 4 Core 900 MHz,232.0,166.0,4,1
ARM Cortex-A715 4 Core 2200 MHz,3432.0,1461.0,4,2
ARM Cortex-A72 1 Core 0 MHz,400.0,561.0,1,1
ARM Cortex-A72 16 Core 0 MHz,5192.0,579.0,16,1
ARM Cortex-A72 16 Core 2000 MHz,5110.0,550.0,16,1
ARM Cortex-A72 16 Core 2200 MHz,5470.0,601.0,16,1
ARM Cortex-A72 2 Core 0 MHz,693.0,536.0,2,1
ARM Cortex-A72 2 Core 1199 MHz,509.0,384.0,2,1
ARM Cortex-A72 2 Core 1703 MHz,842.0,552.0,2,2
ARM Cortex-A72 4 Core 0 MHz,2088.0,1085.0,4,1
ARM Cortex-A72 4 Core 1000 MHz,608.0,354.0,4,1
ARM Cortex-A72 4 Core 1200 MHz,174.0,178.0,4,1
ARM Cortex-A72 4 Core 1416 MHz,927.0,491.0,4,1
ARM Cortex-A72 4 Core 1500 MHz,618.0,444.0,4,1
ARM Cortex-A72 4 Core 1600 MHz,667.0,429.0,4,1
ARM Cortex-A72 4 Core 1700 MHz,541.0,423.0,4,1
ARM Cortex-A72 4 Core 1750 MHz,335.0,463.0,4,1
ARM Cortex-A72 4 Core 1800 MHz,674.0,504.0,4,1
ARM Cortex-A72 4 Core 1850 MHz,199.0,343.0,4,1
ARM Cortex-A72 4 Core 1900 MHz,742.0,555.0,4,1
ARM Cortex-A72 4 Core 2000 MHz,762.0,568.0,4,1
ARM Cortex-A72 4 Core 2016 MHz,2201.0,597.0,4,2
ARM Cortex-A72 4 Core 2100 MHz,675.0,545.0,4,1
ARM Cortex-A72 4 Core 2200 MHz,793.0,596.0,4,1
ARM Cortex-A72 4 Core 2208 MHz,2290.0,623.0,4,2
ARM Cortex-A72 4 Core 2300 MHz,873.0,653.0,4,1
ARM Cortex-A72 4 Core 2394 MHz,1254.0,800.0,4,1
ARM Cortex-A72 4 Core 2400 MHz,1158.0,776.0,4,1
ARM Cortex-A72 4 Core 2800 MHz,314.0,243.0,4,1
ARM Cortex-A72 4 Core 800 MHz,279.0,214.0,4,1
ARM Cortex-A72 6 Core 1008 MHz,734.0,394.0,6,1
ARM Cortex-A72 6 Core 1416 MHz,1071.0,464.0,6,1
ARM Cortex-A72 6 Core 1512 MHz,1183.0,533.0,6,1
ARM Cortex-A72 8 Core 0 MHz,3254.0,961.0,8,1
ARM Cortex-A72 8 Core 2016 MHz,2208.0,591.0,8,1
ARM Cortex-A720 12 Core 2600 MHz,6832.0,1434.0,12,1
ARM Cortex-A720 6 Core 2600 MHz,7226.0,1454.0,6,2
ARM Cortex-A720 8 Core 2600 MHz,6141.0,1455.0,8,1
ARM Cortex-A725 10 Core 2808 MHz,25124.0,3686.0,10,2
ARM Cortex-A73 4 Core 0 MHz,908.0,463.0,4,1
ARM Cortex-A73 4 Core 1800 MHz,891.0,429.0,4,1
ARM Cortex-A73 4 Core 1844 MHz,1368.0,656.0,4,2
ARM Cortex-A73 4 Core 1900 MHz,1547.0,610.0,4,2
ARM Cortex-A73 4 Core 1989 MHz,1783.0,564.0,4,2
ARM Cortex-A73 4 Core 2100 MHz,1185.0,570.0,4,1
ARM Cortex-A73 4 Core 2208 MHz,1211.0,617.0,4,1
ARM Cortex-A73 6 Core 1896 MHz,1242.0,483.0,6,1
ARM Cortex-A73 6 Core 1992 MHz,1311.0,479.0,6,1
ARM Cortex-A73 6 Core 2016 MHz,1445.0,605.0,6,1
ARM Cortex-A73 8 Core 1989 MHz,1803.0,559.0,8,1
ARM Cortex-A76 2 Core 0 MHz,1949.0,326.0,2,4
ARM Cortex-A76 4 Core 1500 MHz,1488.0,649.0,4,1
ARM Cortex-A76 4 Core 1608 MHz,2698.0,848.0,4,2
ARM Cortex-A76 4 Core 1800 MHz,3117.0,990.0,4,2
ARM Cortex-A76 4 Core 2000 MHz,1513.0,676.0,4,1
ARM Cortex-A76 4 Core 2400 MHz,2177.0,1050.0,4,1
ARM Cortex-A76 4 Core 2500 MHz,2342.0,1104.0,4,1
ARM Cortex-A76 4 Core 2600 MHz,2327.0,1135.0,4,1
ARM Cortex-A76 4 Core 2700 MHz,2383.0,1169.0,4,1
ARM Cortex-A76 4 Core 2800 MHz,2477.0,1212.0,4,1
ARM Cortex-A76 4 Core 2900 MHz,2624.0,1293.0,4,1
ARM Cortex-A76 4 Core 3000 MHz,2619.0,1303.0,4,1
ARM Cortex-A76 4 Core 3100 MHz,2734.0,1341.0,4,1
ARM Cortex-A76 4 Core 3200 MHz,2579.0,1291.0,4,1
ARM Cortex-A76 4 Core 3300 MHz,2493.0,1288.0,4,1
ARM Cortex-A76 4 Core 3400 MHz,2580.0,1282.0,4,1
ARM Cortex-A76 8 Core 0 MHz,1917.0,631.0,8,1
ARM Cortex-A76 8 Core 1800 MHz,3064.0,989.0,8,1
ARM Cortex-A78 4 Core 1958 MHz,3378.0,1475.0,4,2
ARM Cortex-A78 4 Core 2000 MHz,3016.0,1121.0,4,2
ARM Cortex-A78 8 Core,2845.0,1607.0,8,1
ARM Cortex-A78AE 10 Core 2112 MHz,5520.0,1154.0,10,1
ARM Cortex-A78AE 12 Core 2201 MHz,6895.0,1161.0,12,1
ARM Cortex-A78AE 16 Core 0 MHz,9072.0,1167.0,16,1
ARM Cortex-A78AE 6 Core 1510 MHz,2418.0,825.0,6,1
ARM Cortex-A78AE 6 Core 1728 MHz,2778.0,907.0,6,1
ARM Cortex-A78AE 8 Core 1984 MHz,3764.0,908.0,8,1
ARM Cortex-A78AE 8 Core 2201 MHz,3788.0,938.0,8,1
